Time,Conductivity,Temperature,Pressure,Temperature,DO Mg/L,Dissolved O₂ concentration,PAR,pH,Turbidity,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O₂ saturation,Density anomaly
11/17/22 12:09,0.031516753,7.721374512,10.49855709,8.359499931,10.63818652,332.4433289,401.0180664,9.796242714,0.805664063,0.366057396,0.363072306,0.022902224,1438.010254,47.04145432,90.66899109,-0.112862643
11/17/22 12:09,0.030877274,7.720275879,10.53450203,8.359499931,10.63822852,332.4446411,267.5620117,9.797263145,0.961181641,0.402002335,0.398724139,0.022475932,1438.005615,46.08842087,90.66909027,-0.112965815
11/17/22 12:09,0.030876374,7.718475342,10.53894043,8.359499931,10.63823047,332.4447021,688.2197266,9.852226257,0.608154297,0.406440735,0.403126329,0.022475526,1437.998169,46.08944321,90.66910553,-0.112842687
11/17/22 12:09,0.031748123,7.71786499,10.53453255,8.359499931,10.63818848,332.4433899,281.0322266,9.876024246,1.148193359,0.402032852,0.398754388,0.023057051,1437.996216,47.39153671,90.66910553,-0.112366563
11/17/22 12:09,0.031574029,7.716827393,10.51958466,8.359499931,10.63819141,332.4434814,365.2958984,9.849106789,1.029052734,0.387084961,0.383928388,0.022940995,1437.991577,47.13305664,90.66905975,-0.112472524
11/17/22 12:09,0.031593621,7.716949463,10.50565147,7.952399731,10.35145117,323.4828491,368.7285156,9.825274467,1,0.373151779,0.370108843,0.022954054,1437.991821,47.16213608,87.35414886,-0.11253645
11/17/22 12:09,0.030993199,7.720306396,10.49001598,7.952399731,10.35147266,323.4835205,596.9321289,9.813293457,0.645751953,0.357516289,0.354600847,0.022553213,1438.005127,46.26141357,87.35410309,-0.113121256
11/17/22 12:09,0.030780142,7.719146729,10.46987915,7.952399731,10.35147656,323.4836426,746.0678711,9.802495956,0.868896484,0.337379456,0.334628224,0.022411348,1437.999756,45.94491959,87.35407257,-0.113265919
11/17/22 12:09,0.031303383,7.716644287,10.45694447,7.952399731,10.35144824,323.4827576,147.9404297,9.815684319,1.134765625,0.324444771,0.32179901,0.022760468,1437.989502,46.72928619,87.35402679,-0.112908925
11/17/22 12:09,0.03169002,7.721710205,10.46701813,7.952399731,10.35143457,323.4823303,389.5727539,9.877288818,0.55859375,0.334518433,0.331790537,0.023017813,1438.011108,47.29961777,87.35405731,-0.112942247
11/17/22 12:09,0.03064434,7.719238281,10.47121048,7.952399731,10.35148242,323.4838257,137.8071289,9.893768311,0.828857422,0.338710785,0.335948706,0.022320857,1438,45.74208832,87.35406494,-0.113336694
11/17/22 12:09,0.030547498,7.715270996,10.46752071,7.952399731,10.35148535,323.4839172,96.99121094,9.88145256,0.87109375,0.335021019,0.33228901,0.022256751,1437.983154,45.60269547,87.35404968,-0.113181006
11/17/22 12:09,0.032155089,7.701599121,10.46884727,7.952399731,10.35141406,323.4816895,96.15722656,9.822860718,0.880615234,0.33634758,0.333604753,0.023331044,1437.927368,48.02130127,87.35404968,-0.111547232
11/17/22 12:09,0.031070672,7.708007813,10.48060513,7.91079998,9.967370117,311.4803162,86.26611328,9.798108101,0.934082031,0.348105431,0.34526673,0.022606244,1437.953369,46.39331818,84.02721405,-0.112428941
11/17/22 12:09,0.030915115,7.712402344,10.4862051,7.91079998,9.967378906,311.4805908,81.828125,9.781937599,0.904541016,0.353705406,0.350821048,0.022502027,1437.971802,46.15526581,84.02722931,-0.112733121
11/17/22 12:09,0.031264137,7.714050293,10.48251629,7.91079998,9.967363281,311.4801025,80.03857422,9.767676353,0.914306641,0.350016594,0.347162306,0.022734584,1437.979004,46.67415237,84.02722168,-0.11265904
11/17/22 12:09,0.031244766,7.714385986,10.47763538,7.91079998,9.967362305,311.480072,85.10693359,9.765429497,0.904541016,0.345135689,0.342321217,0.02272163,1437.980347,46.64478683,84.02721405,-0.112711955
11/17/22 12:09,0.031322241,7.719940186,10.49372387,7.91079998,9.967364258,311.4801331,78.59570313,9.767861366,0.92578125,0.361224174,0.358278513,0.022772644,1438.004028,46.75304413,84.02723694,-0.112907907
11/17/22 12:09,0.030896354,7.719543457,10.4953022,7.91079998,9.967381836,311.4806824,87.79833984,9.771012306,0.963134766,0.362802505,0.359843969,0.022488741,1438.001953,46.1178627,84.0272522,-0.113103784
11/17/22 12:09,0.031632647,7.721282959,10.49820232,7.91079998,9.967351563,311.4797363,110.4248047,9.779267311,1.004394531,0.365702629,0.36272043,0.022979563,1438.009888,47.21455765,84.0272522,-0.112797611
11/17/22 12:09,0.030334439,7.720794678,10.49784756,7.91079998,9.967407227,311.4814758,419.1894531,9.773728371,1.039306641,0.365347862,0.362368554,0.022114307,1438.006714,45.27750015,84.0272522,-0.113460397
11/17/22 12:09,0.030508533,7.719299316,10.49815464,7.845999718,9.857654297,308.0516968,224.3422852,9.759019852,0.986328125,0.365654945,0.362673134,0.022230383,1438.00061,45.5392952,82.97031403,-0.113281809
11/17/22 12:09,0.031128334,7.719390869,10.48505878,7.845999718,9.857624023,308.0507507,413.0102539,9.761488914,0.984619141,0.35255909,0.349684089,0.022643404,1438.001465,46.4643364,82.97029877,-0.113021589
11/17/22 12:09,0.030838249,7.720672607,10.47982979,7.845999718,9.857634766,308.0510864,155.5366211,9.763648033,0.999755859,0.347330093,0.34449771,0.022449896,1438.006348,46.02965164,82.97026825,-0.113273524
11/17/22 12:09,0.031554442,7.718383789,10.4811821,7.845999718,9.857605469,308.0501709,108.2670898,9.759884834,0.903808594,0.348682404,0.345838994,0.022927744,1437.997437,47.10172272,82.97028351,-0.112756982
11/17/22 12:09,0.030973606,7.716461182,10.4815464,7.845999718,9.857629883,308.0509338,121.8701172,9.757811546,0.965820313,0.349046707,0.346200347,0.022540577,1437.98877,46.23723602,82.97029114,-0.112954566
11/17/22 12:09,0.030954234,7.717681885,10.50312614,7.845999718,9.857635742,308.0511169,132.6660156,9.754756927,0.990722656,0.37062645,0.367604107,0.022527521,1437.994263,46.20671463,82.97033691,-0.112929648
11/17/22 12:09,0.030315069,7.712646484,10.51251411,7.845999718,9.857666992,308.0520935,200.8515625,9.740125656,1.016357422,0.38001442,0.376915514,0.02210219,1437.972778,45.25910187,82.97036743,-0.112937912
11/17/22 12:09,0.030373691,7.714080811,10.53133011,7.845999718,9.857669922,308.0521851,120.5854492,9.735056877,0.940673828,0.398830414,0.395578086,0.022141082,1437.979126,45.34476852,82.97041321,-0.112897028
11/17/22 12:09,0.030799063,7.715423584,10.52085876,7.832499981,9.784339844,305.7606201,109.4360352,9.724001884,0.928466797,0.38835907,0.385192126,0.022424337,1437.984863,45.9780426,82.3260498,-0.112798178
11/17/22 12:09,0.030276334,7.714813232,10.50478172,7.832499981,9.784357422,305.7611694,119.5629883,9.721499443,0.981201172,0.372282028,0.369246185,0.02207619,1437.981689,45.1984787,82.32601929,-0.113118562
11/17/22 12:09,0.030547721,7.716430664,10.4832468,7.832499981,9.784338867,305.7605896,148.1801758,9.723357201,1.111816406,0.350747108,0.34788686,0.022256777,1437.988403,45.60152054,82.32596588,-0.113170519
11/17/22 12:09,0.031399492,7.719512939,10.47517109,7.832499981,9.784299805,305.7593689,116.206543,9.709290504,0.971191406,0.342671394,0.339877009,0.022824232,1438.001831,46.86891937,82.32593536,-0.112932404
11/17/22 12:09,0.030025378,7.718536377,10.49371624,7.832499981,9.784364258,305.7613831,135.9335938,9.709939003,0.954833984,0.361216545,0.358270943,0.021908805,1437.996948,44.81908035,82.32597351,-0.113516057
11/17/22 12:09,0.030237596,7.718078613,10.51151562,7.832499981,9.784361328,305.7612915,225.0527344,9.698888779,0.946044922,0.379015923,0.375925153,0.022050088,1437.995483,45.13644409,82.32602692,-0.113291559
11/17/22 12:09,0.031225618,7.720550537,10.52203083,7.832499981,9.784323242,305.7601013,91.79589844,9.687773705,0.972900391,0.389531136,0.386354625,0.022708125,1438.006958,46.60800934,82.32606506,-0.112856888
11/17/22 12:09,0.03058623,7.720947266,10.53903008,7.832499981,9.784355469,305.7611084,74.09570313,9.674705505,0.926757813,0.40653038,0.403215259,0.022281952,1438.008301,45.65312576,82.32611084,-0.113136353
11/17/22 12:09,0.031457819,7.722991943,10.5488596,7.837100029,9.665587891,302.0496216,116.9018555,9.658150673,0.969482422,0.416359901,0.412964612,0.022862695,1438.017822,46.95132828,81.33628845,-0.112742416
11/17/22 12:09,0.030760001,7.723602295,10.56043053,7.837100029,9.665621094,302.0506592,91.39990234,9.65694046,0.920898438,0.427930832,0.424441189,0.022397425,1438.019897,45.90902328,81.33634186,-0.113091386
11/17/22 12:09,0.03058623,7.723510742,10.56851864,7.837100029,9.665630859,302.0509644,95.60107422,9.653425217,0.920898438,0.436018944,0.432463348,0.022281678,1438.019531,45.64979172,81.33635712,-0.113139198
11/17/22 12:09,0.030276109,7.723083496,10.56792259,7.837100029,9.665643555,302.0513611,76.43994141,9.650211334,0.951660156,0.435422897,0.431872159,0.022075228,1438.017456,45.18748474,81.33634949,-0.113282192
11/17/22 12:09,0.03169024,7.725463867,10.56428337,7.837100029,9.665583984,302.0494995,123.1611328,9.645956039,0.959716797,0.431783676,0.428262621,0.023017451,1438.028564,47.29488754,81.33635712,-0.112684796
11/17/22 12:09,0.030528124,7.727111816,10.54975033,7.837100029,9.665626953,302.0508423,75.23974609,9.650362015,0.9609375,0.417250633,0.413848072,0.022242628,1438.03418,45.55839157,81.33628845,-0.113465344
11/17/22 12:09,0.031186881,7.727935791,10.54267693,7.837100029,9.665597656,302.0499268,182.9394531,9.646565437,1.075683594,0.410177231,0.406832367,0.022681439,1438.038208,46.54039001,81.33627319,-0.113197046
11/17/22 12:09,0.031729199,7.727203369,10.5432663,7.837100029,9.665575195,302.0492249,86.28369141,9.657715797,0.971923828,0.410766602,0.40741691,0.02304323,1438.035522,47.3506813,81.33628082,-0.112864654
11/17/22 12:09,0.030548325,7.727111816,10.54128647,7.829299927,9.630294922,300.9467163,351.269043,9.6645298,0.924072266,0.408786774,0.405453235,0.022256082,1438.034058,45.58853912,81.02350616,-0.113495582
11/17/22 12:09,0.03114843,7.725524902,10.53864288,7.829299927,9.630268555,300.9458923,105.0512695,9.660069466,1.196533203,0.406143188,0.402831227,0.022656085,1438.028076,46.48620224,81.02349854,-0.113099942
11/17/22 12:09,0.031652015,7.725189209,10.53498554,7.829299927,9.630246094,300.9451904,96.66748047,9.646733284,1.134765625,0.402485847,0.399203688,0.022991987,1438.026855,47.23820877,81.02348328,-0.112831226
11/17/22 12:09,0.031283721,7.725494385,10.52291107,7.829299927,9.630258789,300.9455872,76.50537109,9.646945,1.069824219,0.390411377,0.387227684,0.022746295,1438.027832,46.68815613,81.02345276,-0.113102515
11/17/22 12:09,0.030566474,7.728729248,10.52049065,7.829299927,9.630287109,300.9464722,85.47314453,9.639317513,1.051025391,0.387990952,0.384826988,0.022268008,1438.040649,45.61352158,81.02344513,-0.1136785
11/17/22 12:09,0.031554658,7.727905273,10.52270603,7.829299927,9.63024707,300.9452209,519.2885742,9.630566597,1.020751953,0.390206337,0.387024313,0.022926705,1438.038086,47.08926392,81.02345276,-0.113096708
11/17/22 12:09,0.031186657,7.726379395,10.5250597,7.829299927,9.630262695,300.9457092,334.0444336,9.626369476,1.1171875,0.392560005,0.389358789,0.022681475,1438.031372,46.54211807,81.02345276,-0.113193924
11/17/22 12:09,0.030954458,7.726501465,10.52636719,7.829299927,9.630273438,300.9460449,447.8774414,9.619707108,0.551269531,0.393867493,0.390655607,0.022526693,1438.031616,46.19543076,81.02346039,-0.113317727
11/17/22 12:09,0.030141585,7.725952148,10.52728939,7.831899643,9.574260742,299.1956482,82.43701172,9.614889145,0.860351563,0.394789696,0.3915703,0.021985449,1438.028687,44.98302841,80.55706024,-0.11371292
11/17/22 12:09,0.030683298,7.725830078,10.52735233,7.831899643,9.574238281,299.1949463,104.1137695,9.612985611,1.061035156,0.394852638,0.391632736,0.022346105,1438.028564,45.79163742,80.55706024,-0.113418613
11/17/22 12:09,0.031264357,7.725738525,10.52446556,7.831899643,9.574212891,299.1941528,288.472168,9.608618736,0.915283203,0.391965866,0.388769507,0.022733351,1438.028687,46.65892792,80.55704498,-0.113119147
11/17/22 12:09,0.031089591,7.725402832,10.52323341,7.831899643,9.574220703,299.194397,451.0927734,9.606285095,1.025390625,0.390733719,0.387547404,0.02261688,1438.0271,46.39854813,80.55705261,-0.113198773
11/17/22 12:09,0.031225618,7.725921631,10.52161503,7.831899643,9.574213867,299.1941833,92.35400391,9.601681709,1.069580078,0.389115334,0.385942221,0.022707505,1438.029419,46.60087204,80.55705261,-0.113163898
11/17/22 12:09,0.031515922,7.72769165,10.52250671,7.831899643,9.574202148,299.1938171,82.46435547,9.597064018,0.943603516,0.390007019,0.386826634,0.022900889,1438.037109,47.03174973,80.55704498,-0.113106096
11/17/22 12:09,0.031070957,7.728271484,10.52615166,7.831899643,9.57422168,299.1944275,257.3574219,9.593384743,0.994628906,0.393651962,0.390441835,0.022604136,1438.039185,46.36695099,80.55706024,-0.11335758
11/17/22 12:09,0.030683905,7.72857666,10.52685261,7.831899643,9.574238281,299.1949463,464.2514648,9.594204903,1.100585938,0.394352913,0.391137093,0.022346225,1438.040161,45.78895569,80.55706024,-0.113576802
11/17/22 12:09,0.031186881,7.728210449,10.53028393,7.826999664,9.574443359,299.201355,260.7211914,9.594783783,0.964111328,0.397784233,0.394540429,0.022681413,1438.039185,46.5400238,80.54927063,-0.113272613
11/17/22 12:09,0.031477187,7.727020264,10.52976608,7.826999664,9.574431641,299.2009888,73.47167969,9.597793579,1.022949219,0.397266388,0.394026786,0.022875134,1438.034424,46.97483826,80.549263,-0.113053373
11/17/22 12:09,0.031787083,7.727752686,10.52641678,7.826999664,9.574416992,299.200531,73.86376953,9.599355698,1.000976563,0.393917084,0.390704811,0.023081794,1438.037598,47.43632126,80.549263,-0.112946651
11/17/22 12:09,0.031496774,7.727935791,10.52700043,7.826999664,9.574429688,299.2009277,84.70263672,9.600264549,0.993164063,0.394500732,0.391283691,0.022888087,1438.038208,47.00284576,80.54927063,-0.113108404
11/17/22 12:09,0.031458329,7.725982666,10.52946663,7.826999664,9.574431641,299.2009888,196.5605469,9.597590446,0.885986328,0.396966934,0.393729776,0.02286268,1438.030029,46.94808578,80.549263,-0.113005861
11/17/22 12:09,0.031903807,7.724884033,10.53115845,7.826999664,9.574413086,299.2004089,92.34863281,9.599899292,1.332519531,0.398658752,0.395407796,0.02316007,1438.025879,47.61440659,80.54927063,-0.112698643
11/17/22 12:09,0.030819165,7.7237854,10.53249359,7.826999664,9.574458008,299.2018127,76.57861328,9.599723816,1.238769531,0.399993896,0.396732062,0.022436831,1438.020264,45.99708557,80.54925537,-0.11320556
11/17/22 12:09,0.032039385,7.723510742,10.53114986,7.826999664,9.574408203,299.2002563,85.67529297,9.594205856,1.211181641,0.398650169,0.395399302,0.023250762,1438.020142,47.81862259,80.54927826,-0.112548619
11/17/22 12:09,0.031942543,7.723632813,10.52815056,7.835700035,9.564088867,298.8777771,91.36816406,9.589149475,1.077636719,0.395650864,0.392424464,0.023186095,1438.020508,47.67391205,80.47958374,-0.112621524
11/17/22 12:09,0.031360976,7.724121094,10.52496052,7.835700035,9.564112305,298.8785095,83.23193359,9.587034225,0.899414063,0.392460823,0.389260411,0.022797978,1438.021973,46.80528259,80.47958374,-0.112973575
11/17/22 12:09,0.031631749,7.724731445,10.52430916,7.835700035,9.564100586,298.8781433,80.26464844,9.583372116,1.017089844,0.391809464,0.388614386,0.022978524,1438.02478,47.2085762,80.47957611,-0.11286763
11/17/22 12:09,0.031264357,7.724822998,10.52699852,7.835700035,9.564117188,298.8786621,80.13574219,9.583708763,0.978027344,0.394498825,0.391281813,0.022733459,1438.02478,46.66014481,80.47958374,-0.113054876
11/17/22 12:09,0.031012563,7.724029541,10.53020763,7.835700035,9.564128906,298.8790283,78.56494141,9.578804016,0.909179688,0.397707939,0.394464761,0.022565689,1438.021484,46.28540802,80.47959137,-0.113127894
11/17/22 12:09,0.030683298,7.723327637,10.53319263,7.835700035,9.564142578,298.8794556,89.27050781,9.575751305,0.946044922,0.40069294,0.397425413,0.022346364,1438.018188,45.7949028,80.47958374,-0.113248235
11/17/22 12:09,0.030799799,7.725219727,10.53361797,7.835700035,9.564138672,298.8793335,122.7509766,9.57358551,1.186523438,0.401118279,0.397847265,0.022423778,1438.026245,45.96630096,80.47961426,-0.113291852
11/17/22 12:09,0.030218452,7.725494385,10.53006744,7.835700035,9.564161133,298.8800354,85.21728516,9.580132484,1.044921875,0.397567749,0.394325703,0.022036644,1438.026978,45.09833527,80.47958374,-0.113632762
11/17/22 12:09,0.030256964,7.726470947,10.52604961,7.835299969,9.578720703,299.335022,96.12451172,9.58036232,1.071533203,0.393549919,0.390340626,0.022062182,1438.030884,45.15455246,80.60129547,-0.113687272
11/17/22 12:09,0.030645166,7.727081299,10.5240202,7.835299969,9.578703125,299.3344727,96.03417969,9.581097603,0.898681641,0.3915205,0.388327777,0.02232058,1438.033813,45.73309708,80.60128784,-0.113526044
11/17/22 12:09,0.031613279,7.726989746,10.5239439,7.835299969,9.578663086,299.3332214,78.92724609,9.576818466,0.961914063,0.391444206,0.388252109,0.022965923,1438.034302,47.1779747,80.60128784,-0.113007544
11/17/22 12:09,0.030896641,7.726318359,10.52693272,7.835299969,9.578693359,299.3341675,172.3867188,9.571997643,1.052001953,0.394433022,0.391216546,0.022488184,1438.030884,46.10938644,80.60129547,-0.113335253
11/17/22 12:09,0.030508533,7.726196289,10.52972794,7.835299969,9.578710938,299.3347168,98.28857422,9.568600655,0.94140625,0.397228241,0.393988967,0.022229681,1438.030151,45.5303421,80.60131073,-0.113520568
11/17/22 12:09,0.031089814,7.726104736,10.53318501,7.835299969,9.5786875,299.3339844,111.1430664,9.566878319,0.908691406,0.40068531,0.397417843,0.022616949,1438.030273,46.39795685,80.6013031,-0.113190392
11/17/22 12:10,0.030973602,7.726104736,10.53460312,7.835299969,9.578693359,299.3341675,83.92431641,9.568971634,0.900390625,0.402103424,0.398824394,0.022539493,1438.030151,46.22452164,80.60131073,-0.113245184
11/17/22 12:10,0.030625191,7.72567749,10.53356552,7.835299969,9.578707031,299.3345947,83.22558594,9.576685905,1.197021484,0.401065826,0.39779526,0.022307416,1438.028076,45.70511627,80.60131836,-0.113410694
11/17/22 12:10,0.031128552,7.723571777,10.5281086,7.830699921,9.534816406,297.9630127,152.1601563,9.578513145,0.813476563,0.395608902,0.39238283,0.022643059,1438.019531,46.4591217,80.22312927,-0.113050508
11/17/22 12:10,0.031690463,7.721984863,10.52462101,7.830699921,9.534792969,297.9622803,81.43261719,9.579375267,1.066162109,0.392121315,0.388923675,0.023018047,1438.013306,47.2999115,80.2231369,-0.112678941
11/17/22 12:10,0.030974114,7.7215271,10.52065277,7.830699921,9.534821289,297.9631653,84.52441406,9.577178001,0.971191406,0.388153076,0.384987801,0.022540342,1438.01062,46.23131943,80.22312927,-0.113052442
11/17/22 12:10,0.032154866,7.720947266,10.51872826,7.830699921,9.534772461,297.9616394,86.07666016,9.579867363,0.763671875,0.386228561,0.383078992,0.023328237,1438.009277,47.99448013,80.22311401,-0.112401748
11/17/22 12:10,0.031574253,7.721710205,10.5211401,7.830699921,9.534795898,297.9623718,85.95458984,9.580982208,0.972412109,0.388640404,0.385471165,0.022940541,1438.011963,47.12682724,80.22312927,-0.11274191
11/17/22 12:10,0.032136545,7.724273682,10.52570248,7.830699921,9.534775391,297.961731,74.79492188,9.579372406,1.086669922,0.393202782,0.38999632,0.023315545,1438.023438,47.96258163,80.2231369,-0.112566671
11/17/22 12:10,0.031943209,7.723754883,10.52978897,7.830699921,9.53478418,297.9620056,72.00585938,9.577367783,1.019042969,0.397289276,0.394049495,0.023186522,1438.021118,47.67473984,80.2231369,-0.112620179
11/17/22 12:10,0.031826332,7.722991943,10.53253746,7.830699921,9.534789063,297.9621582,90.02978516,9.575327873,0.927978516,0.400037766,0.396775573,0.023108603,1438.017822,47.50133896,80.22314453,-0.112625646
11/17/22 12:10,0.031032538,7.722045898,10.53072357,7.827600002,9.532155273,297.8798523,111.46875,9.572218895,0.937255859,0.398223877,0.394976467,0.022579223,1438.013184,46.31783676,80.19465637,-0.113002172
11/17/22 12:10,0.03172949,7.722229004,10.52695751,7.827600002,9.532125,297.8789063,77.23242188,9.571372986,0.884521484,0.394457817,0.391241133,0.023044065,1438.014404,47.35783005,80.19464111,-0.112660766
11/17/22 12:10,0.031923492,7.722015381,10.52332401,7.827600002,9.532116211,297.8786316,77.44042969,9.566526413,0.960449219,0.390824318,0.387637258,0.023173586,1438.013672,47.64767456,80.19462585,-0.112563141
11/17/22 12:10,0.031477697,7.72265625,10.52032757,7.827600002,9.532133789,297.8791809,86.86132813,9.565846443,0.896240234,0.387827873,0.384665251,0.022876006,1438.015869,46.98144531,80.19461823,-0.11285083
11/17/22 12:10,0.031593908,7.723297119,10.52039051,7.827600002,9.532128906,297.8790283,84.00488281,9.564936638,0.65625,0.387890816,0.384727687,0.022953458,1438.018677,47.15403366,80.1946106,-0.112825206
11/17/22 12:10,0.0311678,7.728149414,10.52182961,7.827600002,9.532147461,297.8796082,86.21679688,9.564228058,0.768310547,0.38932991,0.386155039,0.022668701,1438.038818,46.5116272,80.19462585,-0.113320168
11/17/22 12:10,0.03064456,7.735229492,10.52233601,7.827600002,9.532168945,297.8802795,80.01904297,9.562307358,0.935546875,0.389836311,0.386657327,0.022319339,1438.067993,45.72157288,80.19463348,-0.113998039
11/17/22 12:10,0.031031709,7.735412598,10.52455425,7.827600002,9.53215332,297.8797913,86.78710938,9.560406685,0.958740234,0.392054558,0.388857484,0.022577181,1438.069214,46.29896164,80.19463348,-0.113792491
11/17/22 12:10,0.032058466,7.734466553,10.52539349,7.827899933,9.516680664,297.3962708,324.9853516,9.557905197,1.067626953,0.392893791,0.389689863,0.023262041,1438.06604,47.83215714,80.06539917,-0.113189532
11/17/22 12:10,0.031516146,7.733398438,10.52451992,7.827899933,9.516702148,297.3969421,97.21289063,9.557073593,0.843505859,0.392020226,0.38882342,0.022900341,1438.061035,47.02442932,80.06538391,-0.113420929
11/17/22 12:10,0.031187169,7.730072021,10.52373314,7.827899933,9.51671582,297.3973694,112.7919922,9.554489136,0.930419922,0.391233444,0.388043046,0.022681387,1438.046875,46.53798676,80.06538391,-0.113410022
11/17/22 12:10,0.03141991,7.728118896,10.52307606,7.827899933,9.516707031,297.3970947,73.04199219,9.555041313,0.905761719,0.390576363,0.387391329,0.022836801,1438.03894,46.88789368,80.0654068,-0.113178604
11/17/22 12:10,0.031457819,7.72644043,10.52369213,7.827899933,9.516705078,297.3970337,68.66796875,9.555106163,0.801269531,0.391192436,0.388002366,0.022862285,1438.03186,46.94670868,80.06539917,-0.113060083
11/17/22 12:10,0.031225618,7.726196289,10.52223873,7.827899933,9.516714844,297.3973389,120.8920898,9.555744171,0.777099609,0.389739037,0.386560827,0.022707473,1438.03064,46.60050583,80.06539154,-0.113176488
11/17/22 12:10,0.032214019,7.725494385,10.52192211,7.827899933,9.516673828,297.3960571,124.5166016,9.556173325,0.822998047,0.389422417,0.3862468,0.023367122,1438.028564,48.0765419,80.06539917,-0.112613144
11/17/22 12:10,0.031070668,7.726379395,10.52087593,7.827899933,9.516719727,297.3974915,95.34130859,9.556483269,0.790527344,0.388376236,0.385209143,0.02260416,1438.031128,46.36902237,80.06538391,-0.113275705
11/17/22 12:10,0.031070445,7.726379395,10.51851559,7.836400032,9.511024414,297.2195129,95.29589844,9.551195145,0.830322266,0.386015892,0.382868052,0.022604013,1438.031128,46.36868668,80.03411865,-0.113287241
11/17/22 12:10,0.030799799,7.725982666,10.52313042,7.836400032,9.511036133,297.2198792,79.47216797,9.549764633,0.862304688,0.390630722,0.387445241,0.022423698,1438.029297,45.96530151,80.03412628,-0.113385933
11/17/22 12:10,0.030508757,7.725738525,10.5270319,7.836400032,9.511049805,297.2203064,98.26025391,9.545262337,0.858154297,0.394532204,0.391314924,0.022229875,1438.028076,45.53127289,80.03411865,-0.113507488
11/17/22 12:10,0.032097492,7.725494385,10.52935314,7.836400032,9.510985352,297.2182922,314.1328125,9.547459602,0.843017578,0.396853447,0.393617213,0.023289302,1438.028564,47.90263367,80.03413391,-0.112639134
11/17/22 12:10,0.032600563,7.725006104,10.52861977,7.836400032,9.510963867,297.2176208,385.3569336,9.549291611,0.719482422,0.396120071,0.392889827,0.023625435,1438.026855,48.65409851,80.03411865,-0.112347437
11/17/22 12:10,0.030954747,7.727722168,10.52565098,7.836400032,9.51103125,297.2197266,103.5327148,9.554114342,0.818603516,0.393151283,0.389945239,0.022526752,1438.036743,46.19425201,80.03411865,-0.113390417
11/17/22 12:10,0.031419303,7.731506348,10.52100182,7.836400032,9.511010742,297.2190857,88.28466797,9.552318573,0.961181641,0.388502121,0.385334015,0.022835992,1438.052979,46.88246155,80.03412628,-0.113381648
11/17/22 12:10,0.030934867,7.727630615,10.51838684,7.836400032,9.511029297,297.2196655,81.19433594,9.546570778,0.621337891,0.385887146,0.382740349,0.022513514,1438.036255,46.16470337,80.03411102,-0.113430901
11/17/22 12:10,0.031787597,7.725952148,10.52090549,7.840799809,9.509138672,297.1605835,138.7695313,9.542154312,1.034179688,0.3884058,0.385238469,0.023082368,1438.029907,47.43952179,80.0271225,-0.112870684
11/17/22 12:10,0.031089591,7.72354126,10.52450466,7.840799809,9.509168945,297.1615295,131.206543,9.539487839,0.974365234,0.392004967,0.38880828,0.022617087,1438.019287,46.40101242,80.02713776,-0.113086888
